id	name	domain	phylum	class	order	family	genus	species
9d82b9c38726ed1a6a2cb40f0fb947d2	Unclassified UBA11524	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	CAG-74	UBA11524	NA
10b9f5d9d521f4e49152f7e560da9427	Unclassified CAG-177	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	CAG-177	NA
3cfe3e607c7e7843f5a5f7a2aa2af486	Unclassified Dorea_A	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Dorea_A	NA
4d073f62987b1ae5b5c435933c48a4c8	Unclassified Dorea_A	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Dorea_A	NA
5f44f572eaedc09f2d7fdfee3baf4315	Unclassified Faecalimonas	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Faecalimonas	NA
d9e7cc183e580a03ecee70ed04e7f033	Unclassified Enterobacteriaceae	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	NA	NA
1f9a2e5619dd834e90c217adb14a6f6c	Unclassified UBA11524	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	CAG-74	UBA11524	NA
3c06e039da0c72bb3e2cb1ff803fdada	Unclassified Oribacterium	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Oribacterium	NA
f5196dafbfe942f059ba34cfa8a7ee29	Unclassified Enterocloster	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Enterocloster	NA
8f09bac714c02dc9415770271349dc99	Unclassified Pseudomonas_E	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	NA
5cecc0100f94c1aa370547e183c07198	Unclassified Prevotella	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	NA
0e8acef6d657b61a40f9a752377218de	Unclassified Prevotella	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	NA
b23f6597471ecd49ec890cb8ca590afb	Unclassified CAG-302	Bacteria	Firmicutes	Bacilli	RF39	UBA660	CAG-302	NA
2cad9fc22fd99d0c6d900977f522b2d9	Phocaeicola plebeius_A	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	plebeius_A
e7a23b2ba274773c7b5bf7994c883c9a	Unclassified SFJ001	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	SFJ001	NA
523662d7f509e7dd005aa89b66fbfb0a	Unclassified Muribaculaceae	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	NA	NA
d764945c42979f20fa96ebc090cec734	Unclassified Parabacteroides	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	NA
0d57a518ec5291ce0ee0643456940a90	Prevotella melaninogenica_A	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	melaninogenica_A
c0ece818b951c3d3c75a2250cfe2da48	Clostridium_Q symbiosum	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Clostridium_Q	symbiosum
dfc9a1ff9b06e08d2132da15e61b3919	Leptotrichia_A sp000469505	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia_A	sp000469505
3769189ff86a829c571c61a15131c3c3	Unclassified Prevotella	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	NA
e6cacdd17737def3e0bc25a8ddd8d588	Unclassified Butyricimonas	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Butyricimonas	NA
0bdb102eb179e93b95fa6fd4ddf7f83a	Unclassified Oscillospirales	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	NA	NA	NA
032d211c7a8005b51f2cf367763047f2	Flavonifractor gabonensis	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Flavonifractor	gabonensis
5160485a724e51fcd3e4ebe658012aa8	Oribacterium sinus	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Oribacterium	sinus
b9cc32d42980fdf1bff3dbbf5c0b161b	Unclassified Eubacterium_F	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Eubacterium_F	NA
00a3f98bbaf1bcea625387f4ec850d11	Rothia kristinae	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Micrococcaceae	Rothia	kristinae
62d12a32850c1bf45611642a3d364163	Unclassified Bulleidia	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Bulleidia	NA
6d553cca181e178d2d235497f2ae2834	Alistipes dispar	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	dispar
4c06188bc9c7b91eec9e1fe25da00706	Actinomyces graevenitzii	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	graevenitzii
cc884d4f83e7a5da52148dc5d50ca957	Unclassified RC9	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	UBA932	RC9	NA
36fbf36bc0e962a5fabab35181070c2c	Unclassified CAG-582	Bacteria	Firmicutes	Bacilli	RF39	UBA660	CAG-582	NA
53e0d592ae656a4b8017366e9df6affd	Unclassified UBA1191	Bacteria	Firmicutes_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	UBA1191	NA
0d69931ac5dd17ae3da4de6c28abb423	Prevotella timonensis	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	timonensis
c21ec4ff0092cd05fdc7dd5c3a4b1531	Collinsella bouchesdurhonensis	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	bouchesdurhonensis
5669e42fba72afd909ce9a4da7f46a4a	Unclassified Acutalibacteraceae	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	NA	NA
84084822b486562cfe39e192f0e48c6d	Unclassified SFLA01	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	CAG-382	SFLA01	NA
3c714f54236e4a6c8206fa079503f661	Unclassified Phil1	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	CAG-138	Phil1	NA
29c4bf94133271c19eee54d4561cfc2a	Unclassified UBA10281	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	Borkfalkiaceae	UBA10281	NA
ec54027279e7e3776bf29227919b98d5	Unclassified Massilioclostridium	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Massilioclostridium	NA
bd1e5aa6236196d85c96157ae96d5cd2	Alterileibacterium massiliense	Bacteria	Firmicutes_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	Alterileibacterium	massiliense
b9fd152c362328e7f329a8e30bd18abd	Mitsuokella multacida	Bacteria	Firmicutes_C	Negativicutes	Selenomonadales	Selenomonadaceae	Mitsuokella	multacida
f902b43c05de54d1441dee0b08621f8a	Unclassified Eggerthellaceae	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	NA	NA
d5a9e3d19d590c8b1142f5b919c35a16	Unclassified Haemophilus_D	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Haemophilus_D	NA
a51f17aa275b0169ceab73d2d6b2fa20	Unclassified UBA11524	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	CAG-74	UBA11524	NA
143df73c0bb17e89fbd72290a8e569e2	Agathobaculum sp900291975	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Butyricicoccaceae	Agathobaculum	sp900291975
378cca49d4cae65e304c3f3492444ecd	Unclassified Coriobacteriales	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	NA	NA	NA
2f6218d7fe88f90f2e412202800c66ce	Unclassified Fournierella	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Fournierella	NA
3d0ecc54a611d9476a0db83744befa03	Unclassified Clostridium_AP	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Clostridium_AP	NA
f3c7e2de6416e9afd489c2637da462bc	Unclassified Prevotella	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	NA
815e422a91525c3cc85fe434d8471b33	Unclassified CAG-272	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	CAG-272	NA	NA
a3eb30d79b72ff5e49e9546d97b6c880	Unclassified CAG-41	Bacteria	Firmicutes_A	Clostridia	Monoglobales_A	UBA1381	CAG-41	NA
b6735383e63c02ce28a2935d16968ee9	Caecibacter massiliensis	Bacteria	Firmicutes_C	Negativicutes	Veillonellales	Megasphaeraceae	Caecibacter	massiliensis
f0eeb4dc1ba179669db00c5ecc7781a3	Unclassified Prevotella	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	NA
12391d25fe187094cfd00f1b3d5b205a	Acidaminococcus timonensis	Bacteria	Firmicutes_C	Negativicutes	Acidaminococcales	Acidaminococcaceae	Acidaminococcus	timonensis
46c330b4416d42e11226f64885882c46	Unclassified Atopobiaceae	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Atopobiaceae	NA	NA
46cbdd72eaffc345193daa550acd5cf4	Collinsella bouchesdurhonensis	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	bouchesdurhonensis
a05e9a2045f31b481805a919006e28e0	Unclassified Firmicutes_A	Bacteria	Firmicutes_A	NA	NA	NA	NA	NA
f48dc3b062e92d66778668a070280eba	Unclassified Anaerovoracaceae	Bacteria	Firmicutes_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	NA	NA
bde76e426d074e3859d6231de33f6693	Blautia stercoris	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	stercoris
e469309a6042102ead5ae0b1951d4f2b	Unclassified UBA1191	Bacteria	Firmicutes_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	UBA1191	NA
7de3606b43fa32adfed24f27e4d8a6b0	Unclassified CAG-272	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	CAG-272	NA	NA
5d261818163d7f2d222c410f9c33aca5	Unclassified Gordonibacter	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Gordonibacter	NA
780fa61ece2abd0d5205c0c3715d442e	Unclassified Acutalibacteraceae	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	NA	NA
bcd12ac7302e298d046f7028ee46951d	Unclassified Agathobacter	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Agathobacter	NA
7eafb485aaa5eeb31f0c0d4315732ad3	Unclassified Lachnospiraceae	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
e318bc2a156c4c88fba4efa0a0ab403a	Allisonella histaminiformans	Bacteria	Firmicutes_C	Negativicutes	Veillonellales	Dialisteraceae	Allisonella	histaminiformans
d73aa8423939e08e1fcce19d9fe2bd57	Unclassified SFLA01	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	CAG-382	SFLA01	NA
1e2922061ef2bc5eb871fd8e1c8dc821	Unclassified UMGS1994	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	UMGS1994	NA
0798f8b60a87aa196d5091690496a579	Christensenella hongkongensis	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	Christensenellaceae	Christensenella	hongkongensis
0d36c8f594b37214b4b58f29e1721f83	Prevotella salivae	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	salivae
5765b6cad3f3850022d8c5093cd84879	Unclassified Paraprevotella	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Paraprevotella	NA
c6adabe4621cc8ab924f25db04dec07c	Parolsenella catena	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Parolsenella	catena
1b00b5cc6cc1184f86ba6af3e7eaeb52	Unclassified QANG01	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	QANG01	NA
0a88583331810e1451f0c115a5589a42	Unclassified Muricomes	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Muricomes	NA
2f27bcf9a60804b6b1fcdf74122c4fae	Faecalimonas umbilicata	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Faecalimonas	umbilicata
a90f9fdc547ebf2aeb5fde8d8440126a	Unclassified Prevotellamassilia	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotellamassilia	NA
b22fab92f246d5e3ad5092187fbe9b37	Unclassified RUG705	Bacteria	Firmicutes	Bacilli	RF39	UBA660	RUG705	NA
f4e244a856f328d05f00c2f0938bc420	Unclassified Clostridium	Bacteria	Firmicutes_A	Clostridia	Clostridiales	Clostridiaceae	Clostridium	NA
d7eb4e5c7f24ea076ecc5fa029cfbed9	GCA-900066135 sp900066135	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	GCA-900066135	sp900066135
d1788a23b393a8aa15ecc914d34d04b3	Unclassified WRMH01	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	WRMH01	NA
ddf26cfb258b3d507a7f259c366576ea	Unclassified CAG-460	Bacteria	Firmicutes	Bacilli	RF39	UBA660	CAG-460	NA
9e3db7cde35af074db6f558d1a6f5d66	Unclassified UBA11524	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	CAG-74	UBA11524	NA
f06db0263335337586b4a3e0d16254d4	Unclassified CAG-41	Bacteria	Firmicutes_A	Clostridia	Monoglobales_A	UBA1381	CAG-41	NA
1a1a663e293319c9b7cfc21b380a28a9	Unclassified Holdemanella	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Holdemanella	NA
93f0260da2759ff0f182d908ad039e1f	Unclassified CAG-41	Bacteria	Firmicutes_A	Clostridia	Monoglobales_A	UBA1381	CAG-41	NA
f9ff9d5eb1c59d26a9689d1b617eba2b	Unclassified Streptococcus	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	NA
8172931615608c6adbd4eebc96528503	Unclassified UBA11524	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	CAG-74	UBA11524	NA
e60e2669f1e3f577f25fb857ba8de3eb	Unclassified Alloprevotella	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Alloprevotella	NA
3a7897086be7606224ee4ae11d22139e	Unclassified Blautia_A	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia_A	NA
c6ebd75f40569d7bc327f1aedf9dc2da	Unclassified Prevotella	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	NA
ab4b17104590cda6cc1341cac3bb4669	Unclassified Bacteroides	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
13e2b3208420ade3f3ebc33eb4d68aa6	Unclassified OEMS01	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	CAG-74	OEMS01	NA
11ac06f483b516aa29d898de98501615	AM07-15 sp003477405	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Butyricicoccaceae	AM07-15	sp003477405
14fe35ca99f50406e759a689cb63c4fe	Duodenibacillus sp900544335	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Duodenibacillus	sp900544335
d9edd292dbe13f07069c196cf76da7bd	Bacteroides nordii	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	nordii
3f287199aa2380ebbf352fe229c2115d	Unclassified UBA660	Bacteria	Firmicutes	Bacilli	RF39	UBA660	NA	NA
dfed28f97f34aec50f83e08598a388c6	Unclassified Akkermansia	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	NA
10739857e183ea32d7cd047bf38ffdda	Unclassified UBA11524	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	CAG-74	UBA11524	NA
a016b7d2894253c5349760ae09e0b481	Gordonibacter urolithinfaciens	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Gordonibacter	urolithinfaciens
8984c8e3479814140ae92ff1df77863f	Unclassified Lachnospiraceae	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
fd0d616dc516b022b5e0772852a23948	UBA1191 sp900545775	Bacteria	Firmicutes_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	UBA1191	sp900545775
493f8eda6b0c6018dd29ea027472e254	Unclassified Oscillospiraceae	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	NA	NA
43c360656f4424f8ea9a252d30b1b3bb	Prevotellamassilia sp900540885	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotellamassilia	sp900540885
151fc749d149fcaa9a340e97200651ff	Unclassified Faecalibacterium	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	NA
f2dab140b76073d5920748be2f8caf01	Unclassified Slackia_A	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Slackia_A	NA
df3fe0eb16abd7934ea5c9432b4eafcd	Unclassified NSJ-32	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	UBA1390	NSJ-32	NA
5d901b2a5124d849baffc69bfee10eeb	Unclassified UMGS1449	Bacteria	Firmicutes	Bacilli	RF39	UBA660	UMGS1449	NA
9c6da37dd8bd7c197f090df73757d915	Unclassified Catenibacterium	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Catenibacterium	NA
c21481ca956d48c95be5e004fe54cd54	Pygmaiobacter sp014287275	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Pygmaiobacter	sp014287275
5ebafbc67cbf3c6e47caca9b43ce08ef	Lancefieldella rimae	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Lancefieldella	rimae
03b054ab4cc2daada43486ff71695796	Unclassified Dehalobacteriaceae	Bacteria	Firmicutes_B	Dehalobacteriia	Dehalobacteriales	Dehalobacteriaceae	NA	NA
0263e71a87d97b5b4df97014717ff401	Unclassified UBA1436	Bacteria	Elusimicrobiota	Elusimicrobia	Elusimicrobiales	Elusimicrobiaceae	UBA1436	NA
1484eb412ea2a8103027555a56252171	Unclassified Firmicutes_A	Bacteria	Firmicutes_A	NA	NA	NA	NA	NA
35fac4d61f495546f536e9a918103f35	Unclassified Prevotella	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	NA
c395ce96ac93ca3a6c81d07dbf85a94f	Eubacterium_B sulci	Bacteria	Firmicutes_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	Eubacterium_B	sulci
c950846150e92b59f7b0629afe0c0060	Unclassified GCA-900066495	Bacteria	Firmicutes_A	Clostridia	Peptostreptococcales	Peptostreptococcaceae	GCA-900066495	NA
833e68d8409bfed100f147d62868285d	Unclassified Citrobacter_B	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter_B	NA
ef5ac78b44ed1fc7de3567f5118b49ef	Unclassified Dehalobacteriaceae	Bacteria	Firmicutes_B	Dehalobacteriia	Dehalobacteriales	Dehalobacteriaceae	NA	NA
9091dd926e0660fae6a96203861f6724	Unclassified Ruminococcus_D	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus_D	NA
1357277b4f47cd8732a2707eca12fcdf	Unclassified Leuconostoc	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	NA
a6734b8f33dfb3b4b1e76aef2a8a88a6	Unclassified NSJ-63	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	Christensenellaceae	NSJ-63	NA
3055fbc7dca40dbe40b3f51eb28dd90c	Unclassified NSJ-38	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	NSJ-38	NA
69b6d1f6c060da1c7dc6edbd4b07bc94	Unclassified Prevotella	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	NA
60ed4ecde9e6976951c8eaab89457769	Unclassified Prevotella	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	NA
4cbe0992e1bf224f8b17bc9bbebf7dd2	Raoultibacter timonensis	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Raoultibacter	timonensis
bc53814d35b2f862562a1e865e923b33	Holdemania filiformis	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Holdemania	filiformis
a0a476401d529ced24788bff2ffd4515	Unclassified UBA7160	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	UBA7160	NA
8f68a485314186f5cfa5fcf697dbd1f4	Unclassified CAG-533	Bacteria	Firmicutes	Bacilli	RF39	UBA660	CAG-533	NA
6d4855432662e19a5e6f0e3560f022b4	Unclassified Eggerthellaceae	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	NA	NA
20fcc59a8add2a2b2957d1ae18f542c6	Unclassified Prevotella	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	NA
bc33fc9ebab32651b2d47bef8f11b3c6	Unclassified Bacteria	Bacteria	NA	NA	NA	NA	NA	NA
aa8698e61ac0dcf24c379b4ab810138b	Unclassified Gemmiger	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Gemmiger	NA
b3bd0d387d67ca01fe3197f5bf66b032	Unclassified Anaerobutyricum	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Anaerobutyricum	NA
1b6c6f715c2548bd4ada4cf50f591878	Unclassified UBA7173	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	UBA7173	NA
50d8e07d3985e00223f2fc22fe5bc2ce	Unclassified Acetatifactor	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Acetatifactor	NA
c29ffce9565ac55143bd559c12889086	Unclassified Acutalibacteraceae	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	NA	NA
82316f9b9b5b313d607741974ae193c7	Unclassified Prevotella	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	NA
40ecc304a149b346bddce1c4a19c60f1	Unclassified Clostridium_P	Bacteria	Firmicutes_A	Clostridia	Clostridiales	Clostridiaceae	Clostridium_P	NA
b8c804e73bd7b96d1407eb34ab4f27d2	Unclassified Anaerotignum	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Anaerotignaceae	Anaerotignum	NA
cceeb0b287b901e8dbf18849aee17aa7	Unclassified Eggerthellaceae	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	NA	NA
8531333d796f902bf6f6430d4fdcca3c	Unclassified Prevotella	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	NA
6072f432afbb38767b32868638421dfc	Unclassified UBA11524	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	CAG-74	UBA11524	NA
4489c1057b996676b1621db2a30da30d	Unclassified Bariatricus	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Bariatricus	NA
6b32fa82cd34029494b5351fe148c7f7	Prevotella sp000257925	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	sp000257925
de2a368a837144ad6e7bf64c176b742f	Porphyromonas endodontalis	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	endodontalis
e71c9d98c92cbe5d50d30aa3ef70f513	Unclassified Achromobacter	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Achromobacter	NA
442c9d3a3bd196a39b76191f7be4a3c8	Unclassified UBA660	Bacteria	Firmicutes	Bacilli	RF39	UBA660	NA	NA
9d99738d9ceb60348dd257b69ef6067b	Unclassified UMGS1815	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	CAG-272	UMGS1815	NA
cc856152639c0a943f5cd3d7e3691463	Unclassified NSJ-63	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	Christensenellaceae	NSJ-63	NA
a082748013547ffbac9f0ea27a35f475	Unclassified UBA1777	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	UBA1777	NA
b2fdd7302a232c3ee5a58074957b221d	Unclassified Dehalobacteriaceae	Bacteria	Firmicutes_B	Dehalobacteriia	Dehalobacteriales	Dehalobacteriaceae	NA	NA
c9448a2aeddea60d0b6b36567a85e7a0	Unclassified Dorea_A	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Dorea_A	NA
4639fefedd240efe67d81f786116dfd8	Unclassified Coriobacteriaceae	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	NA	NA
4ffbf11b6afc157a754df660c1686e92	Unclassified Prevotellamassilia	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotellamassilia	NA
c1b2bcbdcab3e69086acd8127542560f	Unclassified Roseburia	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	NA
c98fdbc4906576cc8d33acdfa4d0b00f	Unclassified Bacteroides	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
299b8749b1407138fa437fdc31c7bf16	Massilistercora timonensis	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Massilistercora	timonensis
e5269e32edd47bb63709e25e22a6f0ae	Unclassified Phocaeicola	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	NA
57471f283d318bc5551fec8d5fe8a78a	Unclassified OEMS01	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	CAG-74	OEMS01	NA
46efcbcf5d7c8c1db39fdd04464dec21	Unclassified Bacteria	Bacteria	NA	NA	NA	NA	NA	NA
b8ae2f85aad46de54174d00c4b8b919b	Unclassified Firmicutes_B	Bacteria	Firmicutes_B	NA	NA	NA	NA	NA
3c71945f6d7d0b60fe3322e9cb0184f6	Unclassified Oscillospiraceae	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	NA	NA
dc00d15b1a571a4d2c33f3942c50e91c	Unclassified Clostridia	Bacteria	Firmicutes_A	Clostridia	NA	NA	NA	NA
cf4b6a023c1497037cba6593758d4c7d	Unclassified Ruminococcaceae	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	NA	NA
e48e64438dd08a573fb5b7d4f2344446	Unclassified Bariatricus	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Bariatricus	NA
49cfe7dd402c712733fc05d7c9638095	Unclassified Clostridium	Bacteria	Firmicutes_A	Clostridia	Clostridiales	Clostridiaceae	Clostridium	NA
059d374934f2933ce4e6d15755eab97a	Gabonibacter massiliensis	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Gabonibacter	massiliensis
